nome,tipo,caminho,pasta,tamanho_bytes,status_referencia,referenciado_em
"fenrir-guardian-clean.png","PNG","assets/media/brand/fenrir-guardian-clean.png","brand","1904471","sem referencia literal",""
"fenrir-guardian.png","PNG","assets/media/brand/fenrir-guardian.png","brand","1716295","sem referencia literal",""
"ancient-claws.png","PNG","assets/media/craft-progression/ancient-claws.png","craft-progression","71522","referenciado","sistema-de-craft.html"
"ancient-weapons.png","PNG","assets/media/craft-progression/ancient-weapons.png","craft-progression","201453","referenciado","sistema-de-craft.html"
"megalomania-station.png","PNG","assets/media/craft-progression/megalomania-station.png","craft-progression","63271","referenciado","sistema-de-craft.html"
"upgrade-station.png","PNG","assets/media/craft-progression/upgrade-station.png","craft-progression","60577","referenciado","sistema-de-craft.html"
"corrupted.png","PNG","assets/media/craft-utilities/corrupted.png","craft-utilities","10343","referenciado","tasks-system.html; assets/js/wiki.js"
"ironblood.png","PNG","assets/media/craft-utilities/ironblood.png","craft-utilities","9360","referenciado","sistema-de-craft.html; assets/js/wiki.js"
"lothlorien.png","PNG","assets/media/craft-utilities/lothlorien.png","craft-utilities","13226","referenciado","tasks-system.html; assets/js/wiki.js"
"poison.png","PNG","assets/media/craft-utilities/poison.png","craft-utilities","11842","referenciado","tasks-system.html; assets/js/wiki.js"
"t1-equipment.png","PNG","assets/media/craft-utilities/t1-equipment.png","craft-utilities","402185","referenciado","sistema-de-craft.html"
"t1-room.png","PNG","assets/media/craft-utilities/t1-room.png","craft-utilities","573667","referenciado","sistema-de-craft.html"
"batalha-dark-totem.png","PNG","assets/media/dark-totem/batalha-dark-totem.png","dark-totem","1531395","referenciado","dark-totem-daily.html"
"12603-wand_of_dimensions.gif","GIF","assets/media/dark-totem/items/12603-wand_of_dimensions.gif","dark-totem/items","363","referenciado","dark-totem-daily.html"
"19366-icy_culottes.gif","GIF","assets/media/dark-totem/items/19366-icy_culottes.gif","dark-totem/items","504","referenciado","dark-totem-daily.html"
"30055-crunor_idol.gif","GIF","assets/media/dark-totem/items/30055-crunor_idol.gif","dark-totem/items","349","referenciado","dark-totem-daily.html"
"30059-giant_ruby.gif","GIF","assets/media/dark-totem/items/30059-giant_ruby.gif","dark-totem/items","1209","referenciado","dark-totem-daily.html"
"30060-giant_emerald.gif","GIF","assets/media/dark-totem/items/30060-giant_emerald.gif","dark-totem/items","2664","referenciado","dark-totem-daily.html"
"30061-giant_sapphire.gif","GIF","assets/media/dark-totem/items/30061-giant_sapphire.gif","dark-totem/items","2664","referenciado","dark-totem-daily.html"
"3010-emerald_bangle.gif","GIF","assets/media/dark-totem/items/3010-emerald_bangle.gif","dark-totem/items","662","referenciado","dark-totem-daily.html"
"3026-white_pearl.gif","GIF","assets/media/dark-totem/items/3026-white_pearl.gif","dark-totem/items","1646","referenciado","dark-totem-daily.html"
"30278-flames_of_the_percht_queen.gif","GIF","assets/media/dark-totem/items/30278-flames_of_the_percht_queen.gif","dark-totem/items","1816","referenciado","dark-totem-daily.html"
"3029-small_sapphire.gif","GIF","assets/media/dark-totem/items/3029-small_sapphire.gif","dark-totem/items","465","referenciado","dark-totem-daily.html"
"3033-small_amethyst.gif","GIF","assets/media/dark-totem/items/3033-small_amethyst.gif","dark-totem/items","489","referenciado","dark-totem-daily.html"
"32622-giant_amethyst.gif","GIF","assets/media/dark-totem/items/32622-giant_amethyst.gif","dark-totem/items","2492","referenciado","dark-totem-daily.html"
"32623-giant_topaz.gif","GIF","assets/media/dark-totem/items/32623-giant_topaz.gif","dark-totem/items","2039","referenciado","dark-totem-daily.html"
"3360-golden_armor.gif","GIF","assets/media/dark-totem/items/3360-golden_armor.gif","dark-totem/items","1522","referenciado","dark-totem-daily.html"
"3364-golden_legs.gif","GIF","assets/media/dark-totem/items/3364-golden_legs.gif","dark-totem/items","1440","referenciado","dark-totem-daily.html"
"3366-magic_plate_armor.gif","GIF","assets/media/dark-totem/items/3366-magic_plate_armor.gif","dark-totem/items","1684","referenciado","dark-totem-daily.html"
"3395-ceremonial_mask.gif","GIF","assets/media/dark-totem/items/3395-ceremonial_mask.gif","dark-totem/items","1318","referenciado","dark-totem-daily.html"
"3402-native_armor.gif","GIF","assets/media/dark-totem/items/3402-native_armor.gif","dark-totem/items","1634","referenciado","dark-totem-daily.html"
"34109-bag_you_desire.gif","GIF","assets/media/dark-totem/items/34109-bag_you_desire.gif","dark-totem/items","10572","referenciado","dark-totem-daily.html"
"3414-mastermind_shield.gif","GIF","assets/media/dark-totem/items/3414-mastermind_shield.gif","dark-totem/items","1495","referenciado","dark-totem-daily.html"
"3420-demon_shield.gif","GIF","assets/media/dark-totem/items/3420-demon_shield.gif","dark-totem/items","939","referenciado","dark-totem-daily.html"
"3439-phoenix_shield.gif","GIF","assets/media/dark-totem/items/3439-phoenix_shield.gif","dark-totem/items","1678","referenciado","dark-totem-daily.html"
"3553-bunnyslippers.gif","GIF","assets/media/dark-totem/items/3553-bunnyslippers.gif","dark-totem/items","1079","referenciado","dark-totem-daily.html"
"37397-wind-up_key.gif","GIF","assets/media/dark-totem/items/37397-wind-up_key.gif","dark-totem/items","271","referenciado","dark-totem-daily.html"
"37398-wind-up_loco.gif","GIF","assets/media/dark-totem/items/37398-wind-up_loco.gif","dark-totem/items","581","referenciado","dark-totem-daily.html"
"37536-changing_backpack.gif","GIF","assets/media/dark-totem/items/37536-changing_backpack.gif","dark-totem/items","4563","referenciado","dark-totem-daily.html"
"39040-fiery_tear.gif","GIF","assets/media/dark-totem/items/39040-fiery_tear.gif","dark-totem/items","4966","referenciado","dark-totem-daily.html"
"43895-bag_you_covet.gif","GIF","assets/media/dark-totem/items/43895-bag_you_covet.gif","dark-totem/items","7329","referenciado","dark-totem-daily.html"
"63200_reset_boss_stone.gif","GIF","assets/media/dark-totem/items/63200_reset_boss_stone.gif","dark-totem/items","3381","referenciado","dark-totem-daily.html"
"63621_imbuing_crystal.gif","GIF","assets/media/dark-totem/items/63621_imbuing_crystal.gif","dark-totem/items","334","referenciado","dark-totem-daily.html"
"7405-havoc_blade.gif","GIF","assets/media/dark-totem/items/7405-havoc_blade.gif","dark-totem/items","1190","referenciado","dark-totem-daily.html"
"7407-haunted_blade.gif","GIF","assets/media/dark-totem/items/7407-haunted_blade.gif","dark-totem/items","1234","referenciado","dark-totem-daily.html"
"7411-ornamented_axe.gif","GIF","assets/media/dark-totem/items/7411-ornamented_axe.gif","dark-totem/items","1161","referenciado","dark-totem-daily.html"
"7427-chaos_mace.gif","GIF","assets/media/dark-totem/items/7427-chaos_mace.gif","dark-totem/items","1281","referenciado","dark-totem-daily.html"
"7451-shadow_sceptre.gif","GIF","assets/media/dark-totem/items/7451-shadow_sceptre.gif","dark-totem/items","658","referenciado","dark-totem-daily.html"
"8098-demonwing_axe.gif","GIF","assets/media/dark-totem/items/8098-demonwing_axe.gif","dark-totem/items","1309","referenciado","dark-totem-daily.html"
"8102-emerald_sword.gif","GIF","assets/media/dark-totem/items/8102-emerald_sword.gif","dark-totem/items","1249","referenciado","dark-totem-daily.html"
"812-terra_legs.gif","GIF","assets/media/dark-totem/items/812-terra_legs.gif","dark-totem/items","1553","referenciado","dark-totem-daily.html"
"821-magma_legs.gif","GIF","assets/media/dark-totem/items/821-magma_legs.gif","dark-totem/items","2454","referenciado","dark-totem-daily.html"
"822-lightning_legs.gif","GIF","assets/media/dark-totem/items/822-lightning_legs.gif","dark-totem/items","1517","referenciado","dark-totem-daily.html"
"823-glacier_kilt.gif","GIF","assets/media/dark-totem/items/823-glacier_kilt.gif","dark-totem/items","1609","referenciado","dark-totem-daily.html"
"9057-small_topaz.gif","GIF","assets/media/dark-totem/items/9057-small_topaz.gif","dark-totem/items","561","referenciado","dark-totem-daily.html"
"acesso.png","PNG","assets/media/divergence/acesso.png","divergence","464681","referenciado","divergence-system.html"
"alavanca.png","PNG","assets/media/divergence/alavanca.png","divergence","418426","referenciado","divergence-system.html"
"craft.png","PNG","assets/media/divergence/craft.png","divergence","813461","referenciado","divergence-system.html"
"faixas.png","PNG","assets/media/divergence/faixas.png","divergence","158979","referenciado","divergence-system.html"
"seller.png","PNG","assets/media/divergence/seller.png","divergence","199852","referenciado","divergence-system.html"
"convergence-fusion.png","PNG","assets/media/exalted-forge/convergence-fusion.png","exalted-forge","174244","referenciado","exalted-forge.html"
"exalted-core.gif","GIF","assets/media/exalted-forge/exalted-core.gif","exalted-forge","8300","referenciado","category-sistemas-do-servidor.html; exalted-forge.html; index.html; assets/js/wiki.js; assets/js/search-index.js"
"fabio-rockeiro-auto-forja.png","PNG","assets/media/exalted-forge/fabio-rockeiro-auto-forja.png","exalted-forge","239553","referenciado","exalted-forge.html"
"fusao-normal.png","PNG","assets/media/exalted-forge/fusao-normal.png","exalted-forge","172099","referenciado","exalted-forge.html"
"momentum.gif","GIF","assets/media/exalted-forge/momentum.gif","exalted-forge","2732","referenciado","exalted-forge.html"
"onslaught.gif","GIF","assets/media/exalted-forge/onslaught.gif","exalted-forge","2149","referenciado","exalted-forge.html"
"portable-exaltation-forge.png","PNG","assets/media/exalted-forge/portable-exaltation-forge.png","exalted-forge","353396","referenciado","exalted-forge.html"
"ruse.gif","GIF","assets/media/exalted-forge/ruse.gif","exalted-forge","2165","referenciado","exalted-forge.html"
"torres-de-forja.png","PNG","assets/media/exalted-forge/torres-de-forja.png","exalted-forge","276748","referenciado","exalted-forge.html"
"transcendence.gif","GIF","assets/media/exalted-forge/transcendence.gif","exalted-forge","8054","referenciado","exalted-forge.html"
"hireling-enchanter.png","PNG","assets/media/hireling-enchanter/hireling-enchanter.png","hireling-enchanter","331937","referenciado","category-sistemas-do-servidor.html; hireling-enchanter.html; index.html; assets/js/wiki.js; assets/js/search-index.js"
"store-hireling-enchanter.png","PNG","assets/media/hireling-enchanter/store-hireling-enchanter.png","hireling-enchanter","1383709","referenciado","hireling-enchanter.html"
"tibia-coins.gif","GIF","assets/media/hireling-enchanter/tibia-coins.gif","hireling-enchanter","1589","referenciado","hireling-enchanter.html"
"workshop-slot-2.png","PNG","assets/media/hireling-enchanter/workshop-slot-2.png","hireling-enchanter","372147","referenciado","hireling-enchanter.html"
"workshop-slot-3.png","PNG","assets/media/hireling-enchanter/workshop-slot-3.png","hireling-enchanter","472174","referenciado","hireling-enchanter.html"
"Brain Netherbound.gif","GIF","assets/media/hunts-custom/Brain Netherbound.gif","hunts-custom","3046783","referenciado","void-corruption-depths-inner-netherbound.html"
"Corrupted Lion Beast.gif","GIF","assets/media/hunts-custom/Corrupted Lion Beast.gif","hunts-custom","3196822","referenciado","the-fallen-usurpers.html"
"Corrupted Void Brute.gif","GIF","assets/media/hunts-custom/Corrupted Void Brute.gif","hunts-custom","3532608","referenciado","void-corruption-depths-outer-void.html"
"Fallen Usurper Arche.gif","GIF","assets/media/hunts-custom/Fallen Usurper Arche.gif","hunts-custom","5652525","referenciado","the-fallen-usurpers.html"
"Fallen Usurper Commander.gif","GIF","assets/media/hunts-custom/Fallen Usurper Commander.gif","hunts-custom","4019363","referenciado","the-fallen-usurpers.html"
"Fallen Usurper Knight.gif","GIF","assets/media/hunts-custom/Fallen Usurper Knight.gif","hunts-custom","4693770","referenciado","the-fallen-usurpers.html"
"Fallen Usurper Warlock.gif","GIF","assets/media/hunts-custom/Fallen Usurper Warlock.gif","hunts-custom","3035491","referenciado","the-fallen-usurpers.html"
"Fieren.gif","GIF","assets/media/hunts-custom/Fieren.gif","hunts-custom","3094714","referenciado","sanctum-of-fire-ice.html"
"Firzen.gif","GIF","assets/media/hunts-custom/Firzen.gif","hunts-custom","3646464","referenciado","sanctum-of-fire-ice.html"
"Freezee.gif","GIF","assets/media/hunts-custom/Freezee.gif","hunts-custom","3150971","referenciado","sanctum-of-fire-ice.html"
"Netherbound Demon.gif","GIF","assets/media/hunts-custom/Netherbound Demon.gif","hunts-custom","3341982","referenciado","void-corruption-depths-inner-netherbound.html"
"Netherbound Dragon.gif","GIF","assets/media/hunts-custom/Netherbound Dragon.gif","hunts-custom","3095340","referenciado","void-corruption-depths-inner-netherbound.html"
"PYRAMID OF AZHR’KHAL (THREE ASURAS).png","PNG","assets/media/hunts-custom/PYRAMID OF AZHR’KHAL (THREE ASURAS).png","hunts-custom","2474612","referenciado","hunts-custom.html; pyramid-of-azhrkhal-three-asuras.html; assets/js/wiki.js; assets/js/search-index.js"
"SANCTUM OF FIRE & ICE.png","PNG","assets/media/hunts-custom/SANCTUM OF FIRE & ICE.png","hunts-custom","1683822","referenciado","assets/js/wiki.js; assets/js/search-index.js"
"THE FALLEN USURPERS.png","PNG","assets/media/hunts-custom/THE FALLEN USURPERS.png","hunts-custom","1460468","referenciado","hunts-custom.html; the-fallen-usurpers.html; assets/js/wiki.js; assets/js/search-index.js"
"True Blessed Asura.gif","GIF","assets/media/hunts-custom/True Blessed Asura.gif","hunts-custom","2734386","referenciado","pyramid-of-azhrkhal-three-asuras.html"
"True Cursed Asura.gif","GIF","assets/media/hunts-custom/True Cursed Asura.gif","hunts-custom","2729728","referenciado","pyramid-of-azhrkhal-three-asuras.html"
"True Enrage Asura.gif","GIF","assets/media/hunts-custom/True Enrage Asura.gif","hunts-custom","3039351","referenciado","pyramid-of-azhrkhal-three-asuras.html"
"VOID CORRUPTION DEPTHS (INNER NETHERBOUND).png","PNG","assets/media/hunts-custom/VOID CORRUPTION DEPTHS (INNER NETHERBOUND).png","hunts-custom","3578843","referenciado","hunts-custom.html; void-corruption-depths-inner-netherbound.html; assets/js/wiki.js; assets/js/search-index.js"
"VOID CORRUPTION DEPTHS (OUTER VOID).png","PNG","assets/media/hunts-custom/VOID CORRUPTION DEPTHS (OUTER VOID).png","hunts-custom","2118708","referenciado","hunts-custom.html; void-corruption-depths-outer-void.html; assets/js/wiki.js; assets/js/search-index.js"
"Void Demon Ravager.gif","GIF","assets/media/hunts-custom/Void Demon Ravager.gif","hunts-custom","3791971","referenciado","void-corruption-depths-outer-void.html"
"Void Riftcaster.gif","GIF","assets/media/hunts-custom/Void Riftcaster.gif","hunts-custom","3532762","referenciado","void-corruption-depths-outer-void.html"
"void-forge-items.png","PNG","assets/media/hunts-custom/void-forge-items.png","hunts-custom","2822739","sem referencia literal",""
"10m exp potion.gif","GIF","assets/media/icons/10m exp potion.gif","icons","4726","referenciado","monster-hunter.html"
"20m exp potion.gif","GIF","assets/media/icons/20m exp potion.gif","icons","2587","referenciado","monster-hunter.html"
"20x prey.gif","GIF","assets/media/icons/20x prey.gif","icons","2455","sem referencia literal",""
"30m_exppotion.gif","GIF","assets/media/icons/30m_exppotion.gif","icons","3724","referenciado","monster-hunter.html"
"Boss Reseter.gif","GIF","assets/media/icons/Boss Reseter.gif","icons","3381","referenciado","monster-hunter.html"
"Doubletaskkill.gif","GIF","assets/media/icons/Doubletaskkill.gif","icons","9046","referenciado","monster-hunter.html"
"Tibia_Coins.gif","GIF","assets/media/icons/Tibia_Coins.gif","icons","1589","sem referencia literal",""
"amplfire.gif","GIF","assets/media/icons/amplfire.gif","icons","447","referenciado","tasks-system.html"
"amplice.gif","GIF","assets/media/icons/amplice.gif","icons","449","referenciado","tasks-system.html"
"amplideath.gif","GIF","assets/media/icons/amplideath.gif","icons","82961","referenciado","tasks-system.html"
"blood_expert_backpack.gif","GIF","assets/media/icons/blood_expert_backpack.gif","icons","6546","sem referencia literal",""
"Reflect potion upgrade.gif","GIF","assets/media/icons/character-upgrades/Reflect potion upgrade.gif","icons/character-upgrades","3679","referenciado","monster-hunter.html"
"divergencedeath.png","PNG","assets/media/icons/divergence-system/divergencedeath.png","icons/divergence-system","3286998","sem referencia literal",""
"divergenceearth.png","PNG","assets/media/icons/divergence-system/divergenceearth.png","icons/divergence-system","2076412","sem referencia literal",""
"divergenceenergy.png","PNG","assets/media/icons/divergence-system/divergenceenergy.png","icons/divergence-system","1822746","sem referencia literal",""
"divergencefire.png","PNG","assets/media/icons/divergence-system/divergencefire.png","icons/divergence-system","1672031","sem referencia literal",""
"divergenceholy.png","PNG","assets/media/icons/divergence-system/divergenceholy.png","icons/divergence-system","1899052","sem referencia literal",""
"divergenceice.png","PNG","assets/media/icons/divergence-system/divergenceice.png","icons/divergence-system","1828932","sem referencia literal",""
"dromecube.gif","GIF","assets/media/icons/dromecube.gif","icons","683","referenciado","dark-totem-daily.html; divergence-system.html"
"exercise elixir 1h.gif","GIF","assets/media/icons/exercise elixir 1h.gif","icons","10506","referenciado","monster-hunter.html"
"faster_enhanced tabble.gif","GIF","assets/media/icons/faster_enhanced tabble.gif","icons","7665","referenciado","monster-hunter.html"
"greater gem box.gif","GIF","assets/media/icons/greater gem box.gif","icons","7268","referenciado","monster-hunter.html"
"huntscustom.gif","GIF","assets/media/icons/huntscustom.gif","icons","73126554","sem referencia literal",""
"imbuing_stone.gif","GIF","assets/media/icons/imbuing_stone.gif","icons","334","sem referencia literal",""
"legendaryaxe.gif","GIF","assets/media/icons/legendaryaxe.gif","icons","2549","sem referencia literal",""
"legendarybow.gif","GIF","assets/media/icons/legendarybow.gif","icons","1625","sem referencia literal",""
"legendaryfist.gif","GIF","assets/media/icons/legendaryfist.gif","icons","1673","sem referencia literal",""
"legendaryrod.gif","GIF","assets/media/icons/legendaryrod.gif","icons","1772","sem referencia literal",""
"legendaryshield.gif","GIF","assets/media/icons/legendaryshield.gif","icons","1937","sem referencia literal",""
"luckybag.gif","GIF","assets/media/icons/luckybag.gif","icons","7786","sem referencia literal",""
"mistery legendary exercise.gif","GIF","assets/media/icons/mistery legendary exercise.gif","icons","1799","sem referencia literal",""
"more points wheel.gif","GIF","assets/media/icons/more points wheel.gif","icons","6332","sem referencia literal",""
"mountbox.gif","GIF","assets/media/icons/mountbox.gif","icons","19792","sem referencia literal",""
"mysterious_bag.gif","GIF","assets/media/icons/mysterious_bag.gif","icons","11081","referenciado","monster-hunter.html"
"outfit_item.gif","GIF","assets/media/icons/outfit_item.gif","icons","1548","sem referencia literal",""
"outfitbox.gif","GIF","assets/media/icons/outfitbox.gif","icons","42188","sem referencia literal",""
"primalbag.gif","GIF","assets/media/icons/primalbag.gif","icons","3338","referenciado","dark-totem-daily.html"
"resdeath.gif","GIF","assets/media/icons/resdeath.gif","icons","483","referenciado","tasks-system.html"
"resfire.gif","GIF","assets/media/icons/resfire.gif","icons","483","referenciado","tasks-system.html"
"resice.gif","GIF","assets/media/icons/resice.gif","icons","486","referenciado","tasks-system.html"
"resphysical.gif","GIF","assets/media/icons/resphysical.gif","icons","65094","referenciado","tasks-system.html"
"roullete token.gif","GIF","assets/media/icons/roullete token.gif","icons","6275","sem referencia literal",""
"precious gold bar.gif","GIF","assets/media/icons/sistema-de-craft/precious gold bar.gif","icons/sistema-de-craft","5377","referenciado","monster-hunter.html"
"precious metal bar.gif","GIF","assets/media/icons/sistema-de-craft/precious metal bar.gif","icons/sistema-de-craft","5763","referenciado","monster-hunter.html"
"soulcore bag.gif","GIF","assets/media/icons/soulcore bag.gif","icons","4907","referenciado","monster-hunter.html"
"stone_bag_1.gif","GIF","assets/media/icons/stone_bag_1.gif","icons","2804","sem referencia literal",""
"stonedeaht.gif","GIF","assets/media/icons/stonedeaht.gif","icons","3504","sem referencia literal",""
"stoneearth.gif","GIF","assets/media/icons/stoneearth.gif","icons","2986","sem referencia literal",""
"stoneenergy.gif","GIF","assets/media/icons/stoneenergy.gif","icons","4546","sem referencia literal",""
"stonefire.gif","GIF","assets/media/icons/stonefire.gif","icons","3230","sem referencia literal",""
"stoneholylvl.gif","GIF","assets/media/icons/stoneholylvl.gif","icons","3239","sem referencia literal",""
"stonephysical.gif","GIF","assets/media/icons/stonephysical.gif","icons","2800","sem referencia literal",""
"stone_bag_1.gif","GIF","assets/media/icons/stones-guia-completo/stone_bag_1.gif","icons/stones-guia-completo","2804","referenciado","dark-totem-daily.html; divergence-system.html; monster-hunter.html; stones-guia-completo.html"
"stone_bag_2.gif","GIF","assets/media/icons/stones-guia-completo/stone_bag_2.gif","icons/stones-guia-completo","7550","referenciado","divergence-system.html; monster-hunter.html; stones-guia-completo.html"
"stone_bag_3.gif","GIF","assets/media/icons/stones-guia-completo/stone_bag_3.gif","icons/stones-guia-completo","7609","referenciado","monster-hunter.html; stones-guia-completo.html"
"stonedeaht.gif","GIF","assets/media/icons/stones-guia-completo/stonedeaht.gif","icons/stones-guia-completo","3504","referenciado","stones-guia-completo.html"
"stoneearth.gif","GIF","assets/media/icons/stones-guia-completo/stoneearth.gif","icons/stones-guia-completo","2986","referenciado","stones-guia-completo.html"
"stoneenergy.gif","GIF","assets/media/icons/stones-guia-completo/stoneenergy.gif","icons/stones-guia-completo","4546","referenciado","stones-guia-completo.html"
"stonefire.gif","GIF","assets/media/icons/stones-guia-completo/stonefire.gif","icons/stones-guia-completo","3230","referenciado","stones-guia-completo.html"
"stoneholylvl.gif","GIF","assets/media/icons/stones-guia-completo/stoneholylvl.gif","icons/stones-guia-completo","3239","referenciado","stones-guia-completo.html"
"stoneice.gif","GIF","assets/media/icons/stones-guia-completo/stoneice.gif","icons/stones-guia-completo","4999","referenciado","stones-guia-completo.html"
"stonephysical.gif","GIF","assets/media/icons/stones-guia-completo/stonephysical.gif","icons/stones-guia-completo","2800","referenciado","stones-guia-completo.html"
"wealth_duplex.gif","GIF","assets/media/icons/wealth_duplex.gif","icons","389","sem referencia literal",""
"wise_backpack.gif","GIF","assets/media/icons/wise_backpack.gif","icons","5901","sem referencia literal",""
"wise_doll.gif","GIF","assets/media/icons/wise_doll.gif","icons","15215","sem referencia literal",""
"wz chest.gif","GIF","assets/media/icons/wz chest.gif","icons","13513","referenciado","monster-hunter.html"
"Reflect potion upgrade.gif","GIF","assets/media/items-wiki/Character Upgrade items/Reflect potion upgrade.gif","items-wiki/Character Upgrade items","3679","referenciado","character-upgrades.html"
"exorigran badge.gif","GIF","assets/media/items-wiki/Character Upgrade items/exorigran badge.gif","items-wiki/Character Upgrade items","14020","sem referencia literal",""
"fatal special potion.gif","GIF","assets/media/items-wiki/Character Upgrade items/fatal special potion.gif","items-wiki/Character Upgrade items","4077","referenciado","character-upgrades.html"
"mas frigo badge.gif","GIF","assets/media/items-wiki/Character Upgrade items/mas frigo badge.gif","items-wiki/Character Upgrade items","14071","referenciado","spell-badge-upgrade.html"
"mas pug badge.gif","GIF","assets/media/items-wiki/Character Upgrade items/mas pug badge.gif","items-wiki/Character Upgrade items","6580","sem referencia literal",""
"mas san badge.gif","GIF","assets/media/items-wiki/Character Upgrade items/mas san badge.gif","items-wiki/Character Upgrade items","14052","sem referencia literal",""
"momentum special potion.gif","GIF","assets/media/items-wiki/Character Upgrade items/momentum special potion.gif","items-wiki/Character Upgrade items","4095","referenciado","character-upgrades.html"
"mysterious badge.gif","GIF","assets/media/items-wiki/Character Upgrade items/mysterious badge.gif","items-wiki/Character Upgrade items","2766","sem referencia literal",""
"ruse special potion.gif","GIF","assets/media/items-wiki/Character Upgrade items/ruse special potion.gif","items-wiki/Character Upgrade items","4087","referenciado","character-upgrades.html"
"transcendencespecial potion.gif.gif","GIF","assets/media/items-wiki/Character Upgrade items/transcendencespecial potion.gif.gif","items-wiki/Character Upgrade items","4080","referenciado","character-upgrades.html"
"upgrade potions.gif","GIF","assets/media/items-wiki/Character Upgrade items/upgrade potions.gif","items-wiki/Character Upgrade items","7288","referenciado","character-upgrades.html"
"vis hur badge.gif","GIF","assets/media/items-wiki/Character Upgrade items/vis hur badge.gif","items-wiki/Character Upgrade items","14015","sem referencia literal",""
"Rodsbox.gif","GIF","assets/media/items-wiki/Chests/Rodsbox.gif","items-wiki/Chests","21636","sem referencia literal",""
"addon box.gif","GIF","assets/media/items-wiki/Chests/addon box.gif","items-wiki/Chests","42188","referenciado","tasks-system.html"
"amulet box.gif","GIF","assets/media/items-wiki/Chests/amulet box.gif","items-wiki/Chests","8052","sem referencia literal",""
"axes box.gif","GIF","assets/media/items-wiki/Chests/axes box.gif","items-wiki/Chests","19915","sem referencia literal",""
"Brainstealer.gif","GIF","assets/media/items-wiki/Chests/boss chest/Brainstealer.gif","items-wiki/Chests/boss chest","17949","sem referencia literal",""
"amber.gif","GIF","assets/media/items-wiki/Chests/boss chest/amber.gif","items-wiki/Chests/boss chest","7170","sem referencia literal",""
"arbaziloth.gif","GIF","assets/media/items-wiki/Chests/boss chest/arbaziloth.gif","items-wiki/Chests/boss chest","13709","sem referencia literal",""
"drume.gif","GIF","assets/media/items-wiki/Chests/boss chest/drume.gif","items-wiki/Chests/boss chest","6521","sem referencia literal",""
"gaz'haragoth.gif","GIF","assets/media/items-wiki/Chests/boss chest/gaz'haragoth.gif","items-wiki/Chests/boss chest","4606","sem referencia literal",""
"king zelos.gif","GIF","assets/media/items-wiki/Chests/boss chest/king zelos.gif","items-wiki/Chests/boss chest","13580","sem referencia literal",""
"mithmah.gif","GIF","assets/media/items-wiki/Chests/boss chest/mithmah.gif","items-wiki/Chests/boss chest","4744","sem referencia literal",""
"monster box.gif","GIF","assets/media/items-wiki/Chests/boss chest/monster box.gif","items-wiki/Chests/boss chest","5920","sem referencia literal",""
